%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=210098, 2015/03/24 14:2:42.99)
1 10 4.052943e-01 1.009347e+00 1.655063e-02 1.655063e-02 2.060744e-02 2.232601e-02 1.673286e-01 7.534054e-01 1.009347e+00 
2 19 4.290786e-01 9.806408e-01 1.810452e-02 1.810452e-02 2.024282e-02 2.237585e-02 1.723658e-01 7.287389e-01 9.806408e-01 
3 28 4.281361e-01 9.590351e-01 1.803135e-02 1.803135e-02 1.977316e-02 2.189973e-02 1.715048e-01 7.399192e-01 9.590351e-01 
4 37 4.293521e-01 9.509209e-01 1.752053e-02 1.752053e-02 1.917599e-02 2.121516e-02 1.671289e-01 7.707555e-01 9.509209e-01 
5 46 4.039004e-01 9.270921e-01 1.712932e-02 1.712932e-02 1.879752e-02 2.099212e-02 1.628267e-01 7.586593e-01 9.270921e-01 
6 55 3.699164e-01 9.029523e-01 1.654141e-02 1.654141e-02 1.853448e-02 2.043926e-02 1.644300e-01 7.640213e-01 9.029523e-01 
7 64 3.308345e-01 8.799393e-01 1.601584e-02 1.601584e-02 1.830116e-02 2.000538e-02 1.618969e-01 7.482821e-01 8.799393e-01 
8 73 2.971788e-01 8.593810e-01 1.551257e-02 1.551257e-02 1.817512e-02 1.982546e-02 1.572903e-01 7.269430e-01 8.593810e-01 
9 82 2.751981e-01 8.394854e-01 1.527359e-02 1.527359e-02 1.788433e-02 1.953642e-02 1.647622e-01 7.050939e-01 8.394854e-01 
10 91 2.578783e-01 8.116614e-01 1.485544e-02 1.485544e-02 1.738431e-02 2.036099e-02 1.605419e-01 6.965868e-01 8.116614e-01 
11 100 2.604345e-01 8.319783e-01 1.432400e-02 1.432400e-02 1.701378e-02 2.037021e-02 1.624828e-01 6.728688e-01 8.319783e-01 
12 109 2.597978e-01 8.398691e-01 1.395657e-02 1.395657e-02 1.655446e-02 2.078721e-02 1.644566e-01 6.538816e-01 8.398691e-01 
13 118 2.332863e-01 8.374733e-01 1.351951e-02 1.351951e-02 1.614817e-02 2.090207e-02 1.634835e-01 6.412240e-01 8.374733e-01 
14 127 1.992802e-01 8.121759e-01 1.313989e-02 1.313989e-02 1.597245e-02 2.041720e-02 1.597901e-01 6.251375e-01 8.121759e-01 
15 136 1.780312e-01 7.897769e-01 1.269652e-02 1.269652e-02 1.569743e-02 2.069298e-02 1.544941e-01 6.031987e-01 7.897769e-01 
16 145 1.795948e-01 7.640544e-01 1.235002e-02 1.235002e-02 1.729285e-02 2.024856e-02 1.508007e-01 5.851996e-01 7.640544e-01 
17 154 2.069504e-01 7.562228e-01 1.197195e-02 1.197195e-02 1.768320e-02 2.244078e-02 1.502888e-01 5.660148e-01 7.562228e-01 
18 163 2.142629e-01 7.594219e-01 1.205431e-02 1.205431e-02 1.721347e-02 2.273644e-02 1.461860e-01 5.549117e-01 7.594219e-01 
19 172 2.168157e-01 7.440809e-01 1.171903e-02 1.171903e-02 1.684215e-02 2.340640e-02 1.454501e-01 5.423464e-01 7.440809e-01 
20 181 2.104476e-01 7.325985e-01 1.139965e-02 1.139965e-02 1.642338e-02 2.334814e-02 1.416892e-01 5.328001e-01 7.325985e-01 
21 190 1.901532e-01 7.275770e-01 1.115741e-02 1.115741e-02 1.597234e-02 2.259249e-02 1.391066e-01 5.174404e-01 7.275770e-01 
22 199 1.872271e-01 7.420815e-01 1.123161e-02 1.123161e-02 1.574565e-02 2.187990e-02 1.355808e-01 5.164115e-01 7.420815e-01 
23 208 1.712106e-01 7.231860e-01 1.098080e-02 1.098080e-02 1.558369e-02 2.127611e-02 1.348253e-01 5.003948e-01 7.231860e-01 
24 217 1.743822e-01 7.268049e-01 1.112647e-02 1.112647e-02 1.519128e-02 2.120607e-02 1.429069e-01 5.000901e-01 7.268049e-01 
25 226 1.546306e-01 7.066897e-01 1.092250e-02 1.092250e-02 1.524607e-02 2.083226e-02 1.423071e-01 4.844333e-01 7.066897e-01 
26 235 1.340182e-01 6.890251e-01 1.078306e-02 1.078306e-02 1.482319e-02 2.024388e-02 1.402476e-01 4.728978e-01 6.890251e-01 
27 244 1.240370e-01 6.759660e-01 1.046151e-02 1.046151e-02 1.456894e-02 2.043284e-02 1.392779e-01 4.624907e-01 6.759660e-01 
28 253 1.116578e-01 6.617693e-01 1.022394e-02 1.022394e-02 1.429666e-02 2.003005e-02 1.362873e-01 4.475192e-01 6.617693e-01 
29 262 1.139127e-01 6.389452e-01 9.922377e-03 9.922377e-03 1.378216e-02 1.946078e-02 1.611016e-01 4.345594e-01 6.389452e-01 
30 271 1.048813e-01 6.240068e-01 9.751039e-03 9.751039e-03 1.391074e-02 1.886791e-02 1.620701e-01 4.212773e-01 6.240068e-01 
31 280 1.031062e-01 6.122900e-01 9.634618e-03 9.634618e-03 1.384874e-02 1.925033e-02 1.577107e-01 4.067366e-01 6.122900e-01 
32 289 9.846498e-02 5.987756e-01 9.328366e-03 9.328366e-03 1.384406e-02 1.870857e-02 1.558378e-01 4.208780e-01 5.987756e-01 
33 298 8.824013e-02 5.880654e-01 9.174473e-03 9.174473e-03 1.368669e-02 1.825250e-02 1.561961e-01 4.098527e-01 5.880654e-01 
34 307 7.760046e-02 5.760498e-01 8.986051e-03 8.986051e-03 1.334238e-02 1.775585e-02 1.517997e-01 3.992527e-01 5.760498e-01 
35 316 7.493092e-02 5.621596e-01 8.741584e-03 8.741584e-03 1.312981e-02 1.738126e-02 1.626216e-01 3.879408e-01 5.621596e-01 
36 325 7.065882e-02 5.436232e-01 8.527667e-03 8.527667e-03 1.372867e-02 1.701752e-02 1.581940e-01 3.777551e-01 5.436232e-01 
