%  columns="iteration, evaluation, void, void, void, xmean" (startseed=213914, 2015/04/4 12:57:47.14)
0 1 0 0 0 2.465055e-01 -2.751928e-01 5.051086e-02 -1.207005e+00 1.210786e+00 -1.204231e+00 
1 10 0 0 0 2.697869e-01 -3.553359e-01 2.484555e-01 -1.193304e+00 1.222992e+00 -1.209319e+00 
2 19 0 0 0 2.309195e-01 -5.013564e-01 1.005179e-01 -1.196982e+00 1.224806e+00 -1.220541e+00 
3 28 0 0 0 2.318356e-01 -4.656833e-01 1.564457e-01 -1.211135e+00 1.207190e+00 -1.211363e+00 
4 37 0 0 0 2.195412e-01 -3.728296e-01 1.316214e-01 -1.198804e+00 1.226154e+00 -1.207443e+00 
5 46 0 0 0 2.413620e-01 -4.245137e-01 1.267976e-01 -1.198903e+00 1.236520e+00 -1.220634e+00 
6 55 0 0 0 2.756832e-01 -4.609393e-01 1.356635e-02 -1.218890e+00 1.219459e+00 -1.208537e+00 
7 64 0 0 0 2.869921e-01 -4.994095e-01 -1.069142e-01 -1.190775e+00 1.231111e+00 -1.217464e+00 
8 73 0 0 0 2.893039e-01 -4.017947e-01 4.421169e-05 -1.211594e+00 1.220011e+00 -1.207064e+00 
9 82 0 0 0 2.444000e-01 -3.818613e-01 -9.761933e-02 -1.202702e+00 1.221993e+00 -1.211730e+00 
10 91 0 0 0 2.164049e-01 -2.995100e-01 -6.107085e-02 -1.206733e+00 1.225317e+00 -1.215295e+00 
11 100 0 0 0 2.048443e-01 -3.185578e-01 -1.816074e-01 -1.201236e+00 1.213597e+00 -1.209660e+00 
12 109 0 0 0 1.985580e-01 -3.037534e-01 -2.142332e-01 -1.198586e+00 1.213801e+00 -1.210331e+00 
13 118 0 0 0 2.173218e-01 -3.603811e-01 -1.864436e-01 -1.201602e+00 1.204773e+00 -1.206461e+00 
14 127 0 0 0 2.578661e-01 -3.906090e-01 -1.603689e-01 -1.207466e+00 1.202896e+00 -1.197414e+00 
15 136 0 0 0 2.596325e-01 -3.435738e-01 -1.979198e-01 -1.208016e+00 1.198857e+00 -1.192718e+00 
16 145 0 0 0 2.322557e-01 -3.209572e-01 -2.087688e-01 -1.200323e+00 1.196383e+00 -1.189566e+00 
17 154 0 0 0 2.761874e-01 -2.569846e-01 -9.364620e-02 -1.223423e+00 1.194035e+00 -1.188148e+00 
18 163 0 0 0 2.599319e-01 -2.292701e-01 -1.291483e-01 -1.218724e+00 1.198141e+00 -1.195602e+00 
19 172 0 0 0 3.027527e-01 -1.725803e-01 -5.400515e-02 -1.222369e+00 1.195739e+00 -1.188128e+00 
20 181 0 0 0 3.375652e-01 -2.026163e-01 -6.130268e-02 -1.232493e+00 1.185325e+00 -1.179748e+00 
21 190 0 0 0 3.440835e-01 -1.978491e-01 -1.479719e-01 -1.224323e+00 1.185377e+00 -1.183274e+00 
22 199 0 0 0 3.641840e-01 -3.272878e-01 -8.570440e-02 -1.218908e+00 1.191085e+00 -1.183382e+00 
23 208 0 0 0 3.564503e-01 -3.180924e-01 -9.697119e-02 -1.211343e+00 1.196466e+00 -1.189566e+00 
24 217 0 0 0 3.710071e-01 -2.655915e-01 -1.070842e-02 -1.217939e+00 1.198557e+00 -1.188989e+00 
25 226 0 0 0 3.644156e-01 -2.987555e-01 -7.592606e-02 -1.215355e+00 1.197814e+00 -1.189446e+00 
26 235 0 0 0 3.589350e-01 -2.876834e-01 -1.025156e-01 -1.215309e+00 1.194156e+00 -1.191259e+00 
27 244 0 0 0 3.831009e-01 -3.172459e-01 -8.779528e-02 -1.216307e+00 1.193959e+00 -1.188537e+00 
