%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=213914, 2015/04/4 12:57:47.14)
58 523  2.951939075492568800e+01 0 0 2.869304e-01 4.332333e-02 -5.641685e-02 -1.212777e+00 1.203420e+00 -1.202543e+00 
59 532  2.953505669496182800e+01 0 0 2.717250e-01 4.085227e-02 -6.061579e-02 -1.213532e+00 1.202029e+00 -1.201318e+00 
60 541  2.951557981650194400e+01 0 0 2.803875e-01 6.997695e-02 -4.700995e-02 -1.214788e+00 1.202279e+00 -1.201895e+00 
61 550  2.956446513767758000e+01 0 0 2.744718e-01 7.478678e-02 -4.435300e-02 -1.214129e+00 1.203391e+00 -1.202512e+00 
62 559  2.953400558613602900e+01 0 0 2.726873e-01 6.835469e-02 -6.263692e-02 -1.214075e+00 1.201406e+00 -1.202176e+00 
63 568  2.953155769308949600e+01 0 0 2.715378e-01 7.152869e-02 -4.671115e-02 -1.214339e+00 1.202924e+00 -1.201855e+00 
64 577  2.953388479276216900e+01 0 0 2.693618e-01 7.077497e-02 -5.180002e-02 -1.214087e+00 1.202898e+00 -1.202112e+00 
65 586  2.952320352720532900e+01 0 0 2.759564e-01 5.610876e-02 -5.640364e-02 -1.214680e+00 1.201826e+00 -1.201031e+00 
66 595  2.949554885645883200e+01 0 0 2.719013e-01 6.223276e-02 -5.423550e-02 -1.214282e+00 1.201508e+00 -1.201515e+00 
67 604  2.949801996342628000e+01 0 0 2.758997e-01 5.255274e-02 -5.618497e-02 -1.214141e+00 1.201650e+00 -1.200987e+00 
68 613  2.949733000488335900e+01 0 0 2.769831e-01 5.574690e-02 -5.362111e-02 -1.214761e+00 1.201371e+00 -1.200997e+00 
69 622  2.949208852425444900e+01 0 0 2.735933e-01 5.915005e-02 -5.496235e-02 -1.214258e+00 1.201550e+00 -1.201377e+00 
70 631  2.950225386980522700e+01 0 0 2.742339e-01 6.276898e-02 -5.748213e-02 -1.214368e+00 1.201474e+00 -1.201413e+00 
71 640  2.948580161617184500e+01 0 0 2.763387e-01 6.209431e-02 -5.028939e-02 -1.214797e+00 1.201866e+00 -1.201179e+00 
72 649  2.949726689495928500e+01 0 0 2.762500e-01 6.121279e-02 -5.034137e-02 -1.215043e+00 1.201708e+00 -1.200990e+00 
73 658  2.949390195761738900e+01 0 0 2.751601e-01 5.961854e-02 -5.136682e-02 -1.214854e+00 1.201799e+00 -1.200973e+00 
74 667  2.949689888899141000e+01 0 0 2.766166e-01 6.454530e-02 -5.135245e-02 -1.214649e+00 1.201833e+00 -1.201522e+00 
75 676  2.949303041013990900e+01 0 0 2.774148e-01 6.230380e-02 -5.549754e-02 -1.214542e+00 1.201426e+00 -1.201395e+00 
76 685  2.948131230573962500e+01 0 0 2.771101e-01 6.101756e-02 -5.542301e-02 -1.214315e+00 1.201502e+00 -1.201406e+00 
77 694  2.948639999090815100e+01 0 0 2.775350e-01 5.998907e-02 -5.118120e-02 -1.214537e+00 1.201707e+00 -1.201052e+00 
78 703  2.948811561294386500e+01 0 0 2.758561e-01 5.877143e-02 -5.807138e-02 -1.214379e+00 1.201101e+00 -1.201429e+00 
79 712  2.948575711146864000e+01 0 0 2.744047e-01 6.189662e-02 -5.811779e-02 -1.214010e+00 1.201491e+00 -1.201544e+00 
80 721  2.947919364002373000e+01 0 0 2.764650e-01 5.870416e-02 -5.581286e-02 -1.214333e+00 1.201250e+00 -1.201098e+00 
81 730  2.947959111172096400e+01 0 0 2.794702e-01 5.766459e-02 -5.509449e-02 -1.214363e+00 1.201355e+00 -1.201026e+00 
82 739  2.948121950440308600e+01 0 0 2.775119e-01 5.784079e-02 -5.613893e-02 -1.214123e+00 1.201223e+00 -1.201154e+00 
83 748  2.947817522050940300e+01 0 0 2.762216e-01 5.761743e-02 -5.566840e-02 -1.214239e+00 1.201341e+00 -1.201062e+00 
84 757  2.947506099367827700e+01 0 0 2.768363e-01 6.061774e-02 -5.530225e-02 -1.214143e+00 1.201565e+00 -1.201263e+00 
85 766  2.947500384122841400e+01 0 0 2.769094e-01 5.755377e-02 -5.806276e-02 -1.213997e+00 1.201142e+00 -1.201155e+00 
86 775  2.947182471698074800e+01 0 0 2.765607e-01 5.758659e-02 -5.955068e-02 -1.213903e+00 1.201028e+00 -1.201089e+00 
87 784  2.947515805940577500e+01 0 0 2.758651e-01 5.997481e-02 -5.769849e-02 -1.214006e+00 1.201271e+00 -1.201341e+00 
88 793  2.947308093837493800e+01 0 0 2.776252e-01 6.075881e-02 -5.682203e-02 -1.214045e+00 1.201361e+00 -1.201295e+00 
89 802  2.947242347903441500e+01 0 0 2.765694e-01 6.090642e-02 -5.771577e-02 -1.213961e+00 1.201278e+00 -1.201294e+00 
90 811  2.947065615107015900e+01 0 0 2.769066e-01 6.158816e-02 -5.705050e-02 -1.213929e+00 1.201431e+00 -1.201275e+00 
91 820  2.946966498239850600e+01 0 0 2.768579e-01 6.128796e-02 -5.826033e-02 -1.213777e+00 1.201338e+00 -1.201377e+00 
92 829  2.946786776665204500e+01 0 0 2.765596e-01 5.920943e-02 -5.916650e-02 -1.213713e+00 1.201218e+00 -1.201158e+00 
93 838  2.946798137418868500e+01 0 0 2.770040e-01 6.144342e-02 -5.895677e-02 -1.213611e+00 1.201374e+00 -1.201212e+00 
94 847  2.946775876721362100e+01 0 0 2.774011e-01 6.080277e-02 -5.674977e-02 -1.213904e+00 1.201550e+00 -1.201082e+00 
95 856  2.946777968685207200e+01 0 0 2.757675e-01 5.966099e-02 -5.953472e-02 -1.213674e+00 1.201237e+00 -1.201110e+00 
96 865  2.947053256099575300e+01 0 0 2.756921e-01 5.949034e-02 -5.909763e-02 -1.213736e+00 1.201319e+00 -1.201199e+00 
97 874  2.946930564121906900e+01 0 0 2.765657e-01 5.842135e-02 -5.973720e-02 -1.213740e+00 1.201118e+00 -1.201066e+00 
98 883  2.947049859563943700e+01 0 0 2.765041e-01 6.046740e-02 -5.773573e-02 -1.213729e+00 1.201508e+00 -1.201153e+00 
99 892  2.946775333017644600e+01 0 0 2.759510e-01 5.995091e-02 -5.754016e-02 -1.213779e+00 1.201471e+00 -1.201061e+00 
100 901  2.946727284747237600e+01 0 0 2.755580e-01 6.023300e-02 -5.694099e-02 -1.213816e+00 1.201480e+00 -1.201003e+00 
101 910  2.946822474346308600e+01 0 0 2.762094e-01 6.001947e-02 -5.651421e-02 -1.213857e+00 1.201482e+00 -1.200961e+00 
102 919  2.946773701905889500e+01 0 0 2.758081e-01 5.999160e-02 -5.763525e-02 -1.213663e+00 1.201448e+00 -1.200980e+00 
103 928  2.946746231777040500e+01 0 0 2.757780e-01 5.983880e-02 -5.703725e-02 -1.213758e+00 1.201507e+00 -1.200927e+00 
104 937  2.946695588719358100e+01 0 0 2.763332e-01 5.919182e-02 -5.687311e-02 -1.213807e+00 1.201500e+00 -1.200904e+00 
105 946  2.946721091594925600e+01 0 0 2.754489e-01 5.999716e-02 -5.673115e-02 -1.213779e+00 1.201539e+00 -1.200918e+00 
106 955  2.946729775467866800e+01 0 0 2.761787e-01 5.962017e-02 -5.732312e-02 -1.213768e+00 1.201444e+00 -1.200991e+00 
107 964  2.946725260064259900e+01 0 0 2.758246e-01 6.040894e-02 -5.738033e-02 -1.213727e+00 1.201497e+00 -1.201029e+00 
108 973  2.946709155758812300e+01 0 0 2.760680e-01 6.023684e-02 -5.705119e-02 -1.213763e+00 1.201511e+00 -1.200984e+00 
109 982  2.946692921908455500e+01 0 0 2.758698e-01 6.043546e-02 -5.712576e-02 -1.213751e+00 1.201508e+00 -1.201021e+00 
110 991  2.946706856616064100e+01 0 0 2.761098e-01 6.050028e-02 -5.693851e-02 -1.213770e+00 1.201528e+00 -1.201005e+00 
111 1000  2.946696660621312700e+01 0 0 2.760559e-01 6.048688e-02 -5.711419e-02 -1.213751e+00 1.201523e+00 -1.201015e+00 
112 1009  2.946655265245200900e+01 0 0 2.760030e-01 6.054982e-02 -5.706819e-02 -1.213737e+00 1.201540e+00 -1.201022e+00 
113 1018  2.946656031639734500e+01 0 0 2.759837e-01 6.063578e-02 -5.678890e-02 -1.213772e+00 1.201566e+00 -1.201010e+00 
114 1027  2.946653908519254000e+01 0 0 2.760034e-01 6.072585e-02 -5.674765e-02 -1.213763e+00 1.201583e+00 -1.200990e+00 
115 1036  2.946662012617253600e+01 0 0 2.761778e-01 6.077112e-02 -5.668938e-02 -1.213770e+00 1.201586e+00 -1.201004e+00 
116 1045  2.946658341178812500e+01 0 0 2.760937e-01 6.078684e-02 -5.669001e-02 -1.213777e+00 1.201590e+00 -1.200995e+00 
117 1054  2.946683383508734600e+01 0 0 2.761486e-01 6.085409e-02 -5.656447e-02 -1.213757e+00 1.201618e+00 -1.200986e+00 
118 1063  2.946661272115933300e+01 0 0 2.760057e-01 6.063853e-02 -5.687752e-02 -1.213744e+00 1.201575e+00 -1.200996e+00 
119 1072  2.946631563878013400e+01 0 0 2.759751e-01 6.072935e-02 -5.661718e-02 -1.213751e+00 1.201606e+00 -1.200975e+00 
120 1081  2.946629611626686100e+01 0 0 2.760989e-01 6.064087e-02 -5.675096e-02 -1.213759e+00 1.201581e+00 -1.200994e+00 
121 1090  2.946635722117245800e+01 0 0 2.761131e-01 6.066827e-02 -5.673447e-02 -1.213759e+00 1.201592e+00 -1.200989e+00 
122 1099  2.946661437822538700e+01 0 0 2.759764e-01 6.077731e-02 -5.667488e-02 -1.213757e+00 1.201604e+00 -1.200979e+00 
123 1108  2.946657968338545800e+01 0 0 2.760040e-01 6.101373e-02 -5.664474e-02 -1.213753e+00 1.201606e+00 -1.200981e+00 
124 1117  2.946638834319855200e+01 0 0 2.761778e-01 6.056953e-02 -5.683891e-02 -1.213762e+00 1.201570e+00 -1.200992e+00 
125 1126  2.946636871716596000e+01 0 0 2.761330e-01 6.047751e-02 -5.680081e-02 -1.213742e+00 1.201578e+00 -1.200979e+00 
126 1135  2.946635090355249500e+01 0 0 2.761105e-01 6.070380e-02 -5.668650e-02 -1.213761e+00 1.201601e+00 -1.200987e+00 
127 1144  2.946632837760145300e+01 0 0 2.761303e-01 6.068011e-02 -5.673208e-02 -1.213758e+00 1.201591e+00 -1.200988e+00 
128 1153  2.946645395308597100e+01 0 0 2.760638e-01 6.040228e-02 -5.678152e-02 -1.213744e+00 1.201576e+00 -1.200977e+00 
129 1162  2.946629508058940400e+01 0 0 2.759900e-01 6.048329e-02 -5.680769e-02 -1.213741e+00 1.201576e+00 -1.200978e+00 
130 1171  2.946638653076864900e+01 0 0 2.761086e-01 6.054730e-02 -5.684865e-02 -1.213751e+00 1.201570e+00 -1.200993e+00 
131 1180  2.946630647303943800e+01 0 0 2.760590e-01 6.049046e-02 -5.684734e-02 -1.213744e+00 1.201571e+00 -1.200985e+00 
132 1189  2.946626955112855100e+01 0 0 2.760693e-01 6.059438e-02 -5.675881e-02 -1.213755e+00 1.201580e+00 -1.200987e+00 
133 1198  2.946630978720589400e+01 0 0 2.760175e-01 6.052486e-02 -5.683196e-02 -1.213742e+00 1.201575e+00 -1.200987e+00 
134 1207  2.946628270424096000e+01 0 0 2.760280e-01 6.054387e-02 -5.678914e-02 -1.213747e+00 1.201580e+00 -1.200980e+00 
135 1216  2.946627861331292700e+01 0 0 2.760672e-01 6.060057e-02 -5.675008e-02 -1.213751e+00 1.201585e+00 -1.200983e+00 
136 1225  2.946627882044853700e+01 0 0 2.760618e-01 6.058462e-02 -5.675182e-02 -1.213754e+00 1.201582e+00 -1.200985e+00 
137 1234  2.946628974684991700e+01 0 0 2.760115e-01 6.052414e-02 -5.677733e-02 -1.213749e+00 1.201577e+00 -1.200981e+00 
138 1243  2.946628570770674900e+01 0 0 2.760122e-01 6.054159e-02 -5.678821e-02 -1.213745e+00 1.201581e+00 -1.200978e+00 
139 1252  2.946627633482111700e+01 0 0 2.760082e-01 6.057358e-02 -5.674895e-02 -1.213749e+00 1.201584e+00 -1.200979e+00 
140 1261  2.946628493094838700e+01 0 0 2.760017e-01 6.049472e-02 -5.676820e-02 -1.213746e+00 1.201582e+00 -1.200975e+00 
141 1270  2.946626551198261600e+01 0 0 2.760293e-01 6.056417e-02 -5.672840e-02 -1.213751e+00 1.201587e+00 -1.200976e+00 
142 1279  2.946625567303507900e+01 0 0 2.760397e-01 6.057598e-02 -5.673916e-02 -1.213748e+00 1.201588e+00 -1.200976e+00 
143 1288  2.946625691584968400e+01 0 0 2.760171e-01 6.056969e-02 -5.675750e-02 -1.213745e+00 1.201586e+00 -1.200974e+00 
144 1297  2.946625572481902100e+01 0 0 2.760298e-01 6.056407e-02 -5.672937e-02 -1.213750e+00 1.201588e+00 -1.200976e+00 
145 1306  2.946626867080192000e+01 0 0 2.760395e-01 6.057245e-02 -5.675480e-02 -1.213748e+00 1.201585e+00 -1.200977e+00 
146 1315  2.946625738190514800e+01 0 0 2.760454e-01 6.058032e-02 -5.675761e-02 -1.213747e+00 1.201587e+00 -1.200977e+00 
147 1324  2.946626157640399400e+01 0 0 2.760438e-01 6.056785e-02 -5.676621e-02 -1.213746e+00 1.201585e+00 -1.200977e+00 
148 1333  2.946626111034859700e+01 0 0 2.760376e-01 6.054539e-02 -5.677908e-02 -1.213744e+00 1.201583e+00 -1.200978e+00 
149 1342  2.946625862471968600e+01 0 0 2.760460e-01 6.053396e-02 -5.677786e-02 -1.213746e+00 1.201583e+00 -1.200977e+00 
150 1351  2.946624992501683600e+01 0 0 2.760564e-01 6.054127e-02 -5.676517e-02 -1.213747e+00 1.201584e+00 -1.200976e+00 
151 1360  2.946625613909056100e+01 0 0 2.760488e-01 6.058165e-02 -5.676744e-02 -1.213746e+00 1.201586e+00 -1.200978e+00 
152 1369  2.946624645549177000e+01 0 0 2.760354e-01 6.055298e-02 -5.676391e-02 -1.213745e+00 1.201585e+00 -1.200976e+00 
153 1378  2.946625914255905700e+01 0 0 2.760240e-01 6.056270e-02 -5.677833e-02 -1.213743e+00 1.201584e+00 -1.200976e+00 
154 1387  2.946624671441156500e+01 0 0 2.760373e-01 6.055420e-02 -5.676533e-02 -1.213744e+00 1.201586e+00 -1.200976e+00 
155 1396  2.946624288239836200e+01 0 0 2.760432e-01 6.056825e-02 -5.676185e-02 -1.213744e+00 1.201587e+00 -1.200975e+00 
156 1405  2.946623532193842400e+01 0 0 2.760413e-01 6.055473e-02 -5.676167e-02 -1.213743e+00 1.201587e+00 -1.200974e+00 
157 1414  2.946624645549177000e+01 0 0 2.760337e-01 6.056241e-02 -5.677177e-02 -1.213742e+00 1.201586e+00 -1.200976e+00 
158 1423  2.946622972926817900e+01 0 0 2.760297e-01 6.056838e-02 -5.676839e-02 -1.213741e+00 1.201588e+00 -1.200973e+00 
159 1432  2.946622418838087000e+01 0 0 2.760413e-01 6.057060e-02 -5.676349e-02 -1.213742e+00 1.201588e+00 -1.200973e+00 
160 1441  2.946623216311554600e+01 0 0 2.760386e-01 6.057818e-02 -5.676015e-02 -1.213742e+00 1.201589e+00 -1.200974e+00 
161 1450  2.946623490766658900e+01 0 0 2.760423e-01 6.055982e-02 -5.675958e-02 -1.213742e+00 1.201589e+00 -1.200973e+00 
162 1459  2.946622056350075900e+01 0 0 2.760378e-01 6.056108e-02 -5.675870e-02 -1.213743e+00 1.201589e+00 -1.200972e+00 
