-0.036,-7.144,-0.546
-0.291,-7.074,-0.585
-0.314,-7.093,-0.588
7.445,5.893,-0.615
7.482,6.135,-0.464
-0.928,-7.334,-0.62
10.878,-2.271,-0.562
-9.76,15.596,0.178
-0.047,-7.195,-0.598
10.806,-2.346,-0.481
-0.281,-7.106,-0.589
-0.259,-7.105,-0.589
-0.95,-7.329,-0.62
11.029,-2.25,-0.628
7.466,5.916,-0.5
7.524,6.15,-0.466
-0.237,-7.138,-0.592
-9.679,15.671,0.393
-0.069,-7.175,-0.596
-0.215,-7.151,-0.594
7.487,5.888,-0.618
7.498,5.746,-0.611
7.511,5.87,-0.618
7.525,5.842,-0.618
11.159,-2.24,-0.637
11.233,-2.145,-0.641
7.548,5.642,-0.725
-0.74,-7.534,-0.59
7.52,5.921,-0.504
7.58,5.629,-0.727
7.548,5.679,-0.727
-0.092,-7.207,-0.6
-0.159,-7.15,-0.593
-0.17,-7.152,-0.594
-0.193,-7.153,-0.594
-0.137,-7.17,-0.596
7.523,5.803,-0.616
-9.757,15.7,0.178
7.564,5.936,-0.507
7.565,5.76,-0.616
-0.115,-7.205,-0.599
-24.509,-24.002,-0.514
7.518,5.576,-0.777
0.723,-9.705,-0.636
7.613,5.829,-0.568
7.614,5.779,-0.621
7.622,5.642,-0.731
-0.405,-7.308,-0.564
7.563,5.572,-0.78
5.344,5.509,-0.231
7.636,5.954,-0.512
-9.887,15.895,0.396
7.677,5.788,-0.625
7.621,5.578,-0.786
-0.874,-7.457,-0.583
5.361,5.561,-0.14
7.677,5.684,-0.677
-0.912,-7.471,-0.585
5.385,5.569,-0.141
7.672,5.855,-0.573
-0.768,-7.571,-0.594
5.379,5.576,-0.42
5.309,5.501,0.231
7.728,5.789,-0.629
-0.256,-7.307,-0.563
5.382,5.607,-0.096
5.325,5.561,0.098
-0.811,-7.526,-0.59
5.378,5.561,-0.33
5.357,5.542,0.098
5.323,5.521,-0.231
5.372,5.583,-0.277
0.694,-9.655,-0.689
5.323,5.556,0.325
-0.833,-7.514,-0.589
-0.388,-7.413,-0.575
5.416,5.607,-0.097
-0.791,-7.565,-0.594
-0.932,-7.442,-0.583
5.348,5.567,0.097
5.346,5.545,0.325
5.4,5.573,0.042
0.725,-9.667,-0.69
-0.858,-7.519,-0.59
-0.896,-7.537,-0.592
5.399,5.559,-0.186
-0.957,-7.451,-0.584
5.368,5.574,0.043
5.281,5.506,0.231
5.383,5.573,0.145
-0.982,-7.46,-0.585
5.356,5.579,0.145
5.433,5.627,-0.375
-24.591,-24.011,-0.692
5.441,5.619,-0.281
0.465,-6.699,-0.66
5.452,5.63,-0.376
5.378,5.571,-0.185
0.486,-6.701,-0.66
5.292,5.535,0.231
0.507,-6.702,-0.66
5.35,5.578,-0.185
5.392,5.584,0.385
5.377,5.604,0.385
5.394,5.584,0.286
5.378,5.568,-0.043
5.404,5.625,0.194
5.423,5.61,0.194
5.316,5.55,-0.232
0.475,-6.766,-0.633
5.378,5.602,0.286
5.351,5.609,0.286
5.404,5.608,0.002
5.337,5.571,-0.329
5.325,5.593,-0.329
26.211,7.591,-0.367
5.352,5.611,-0.044
5.368,5.64,0.002
-5.557,-8.264,0.359
5.364,5.581,-0.33
5.382,5.638,0.194
7.925,5.829,-0.766
5.39,5.632,0.042
-5.52,-8.246,0.308
5.351,5.609,0.145
7.906,5.747,-0.82
26.334,7.537,-0.369
5.376,5.623,-0.279
5.398,5.658,-0.097
-5.598,-8.307,0.309
0.712,-9.694,-0.754
5.412,5.642,-0.374
0.698,-9.709,-0.756
5.391,5.629,0.002
-5.626,-8.353,0.438
5.401,5.666,-0.375
7.635,5.554,-0.847
-10.358,17.432,0.412
-10.425,17.42,0.412
38.682,-0.78,1.517
-10.646,17.247,0.175
38.712,-0.72,1.518
7.209,6.065,-0.446
6.921,6.073,-0.477
7.044,6.007,-0.481
6.965,6.035,-0.477
7.087,6.006,-0.483
-27.145,28.684,0.145
7.026,6.011,-0.48
6.964,6.073,-0.479
6.905,6.098,-0.477
28.025,7.924,-0.406
7.004,6.03,-0.479
7.368,6.12,-0.457
6.892,6.106,-0.477
5.656,-3.435,-0.738
6.873,6.128,-0.477
6.799,6.138,-0.473
5.7,-3.438,-0.699
6.851,6.147,-0.477
-1.493,-7.545,-0.603
5.698,-3.461,-0.7
25.999,7.752,-0.364
6.786,6.165,-0.474
26.065,7.683,-0.365
6.749,6.17,-0.472
-28.203,28.749,0.82
-28.299,28.666,0.82
7.05,6.182,-0.443
0.704,-9.687,-0.814
26.135,7.658,-0.366
6.742,6.204,-0.474
-20.402,-23.057,1.055
5.608,-3.414,-0.204
-28.36,28.744,0.615
7.086,6.174,-0.445
7.028,6.201,-0.443
-20.425,-23.096,0.677
7.113,6.158,-0.445
5.601,-3.398,-0.443
5.627,-3.41,-0.642
-20.507,-23.102,1.057
7.193,6.148,-0.449
-1.526,-7.648,-0.614
-20.478,-23.159,1.254
5.623,-3.432,-0.643
-20.408,-23.226,1.255
-5.472,-8.194,0.358
-20.458,-23.23,0.159
-1.543,-7.606,-0.61
-5.449,-8.216,0.358
7.212,6.145,-0.45
7.158,6.158,-0.448
-20.613,-23.134,0.304
5.616,-3.419,-0.445
6.979,6.217,-0.441
6.989,6.206,-0.441
6.76,6.24,-0.476
5.633,-3.403,-0.487
-20.586,-23.249,0.305
9.463,-2.835,-0.293
30.294,8.001,-0.452
-28.77,28.963,1.138
-12.87,23.301,0.165
5.628,-3.415,-0.327
5.639,-3.432,-0.489
5.663,-3.446,-0.254
-20.629,-23.295,0.522
5.677,-3.435,-0.615
30.381,7.922,-0.453
6.97,6.248,-0.442
30.414,7.829,-0.453
-5.432,-8.246,0.358
6.935,6.257,-0.441
5.696,-3.435,-0.617
-5.529,-8.264,0.435
5.639,-3.424,-0.573
-20.678,-23.425,0.523
6.911,6.275,-0.44
-5.527,-8.21,0.238
-1.621,-7.624,-0.613
-1.575,-7.644,-0.614
-20.595,-23.614,-0.041
5.62,-3.385,-0.444
5.628,-3.376,-0.485
-20.658,-23.61,-0.041
6.886,6.291,-0.44
-1.602,-7.653,-0.616
-20.573,-23.739,-0.235
-20.537,-23.772,-0.235
5.689,-3.441,-0.538
5.684,-3.45,-0.538
5.64,-3.407,-0.251
5.698,-3.457,-0.289
6.866,6.312,-0.44
-1.652,-7.648,-0.617
6.82,6.33,-0.438
9.487,-2.874,-0.294
5.616,-3.399,-0.403
-1.668,-7.665,-0.619
6.845,6.333,-0.439
5.684,-3.44,-0.37
-1.619,-7.9,-0.592
30.373,8.124,-0.454
-1.644,-7.899,-0.592
-1.697,-7.681,-0.621
9.457,-2.898,-0.293
6.773,6.366,-0.437
-1.725,-7.693,-0.623
6.815,6.365,-0.439
5.638,-3.399,-0.734
-13.693,23.429,0.292
5.657,-3.387,-0.735
5.672,-3.389,-0.646
5.651,-3.408,-0.573
-28.679,30.493,0.142
-13.428,23.826,0.293
6.751,6.386,-0.437
-1.608,-7.912,-0.593
5.675,-3.398,-0.575
-1.582,-7.909,-0.592
-1.557,-7.914,-0.592
6.728,6.404,-0.437
-29.069,30.33,0.141
5.691,-3.396,-0.369
-13.365,23.978,0.293
5.727,-3.417,-0.7
9.448,-2.927,-0.293
25.93,7.82,-0.363
-29.016,30.466,0.141
-29.173,30.248,0.141
5.667,-3.405,-0.367
-13.743,23.615,0.483
-13.708,23.64,0.483
5.697,-3.424,-0.698
38.474,-0.976,1.085
5.7,-3.413,-0.616
0.632,-11.87,0.389
5.704,-3.409,-0.772
0.595,-11.879,0.389
-1.755,-7.93,-0.597
5.715,-3.418,-0.289
-1.78,-7.926,-0.598
38.549,-0.924,1.268
6.637,6.423,-0.479
9.434,-2.956,-0.293
0.594,-11.899,0.328
6.707,6.424,-0.437
-13.495,24.072,0.164
0.557,-11.906,0.328
-1.673,-7.913,-0.594
5.724,-3.409,-0.775
6.627,6.453,-0.48
6.707,6.444,-0.438
9.405,-2.995,-0.292
6.652,6.472,-0.436
9.427,-2.986,-0.293
6.608,6.475,-0.48
6.684,6.462,-0.438
-13.506,24.27,0.163
0.621,-11.872,0.112
0.584,-11.89,0.112
0.585,-11.803,0.244
0.548,-11.807,0.244
9.75,-3.148,-0.252
-1.702,-7.925,-0.596
6.641,6.503,-0.437
-1.788,-7.902,-0.595
-5.533,-8.273,-0.296
6.609,6.517,-0.482
25.164,-2.062,1.063
16.706,-2.554,-0.645
-5.509,-8.257,-0.179
-5.582,-8.332,0.191
6.629,6.532,-0.438
-5.562,-8.301,-0.241
30.441,8.297,-0.237
16.723,-2.584,-0.646
-1.733,-7.951,-0.599
6.609,6.553,-0.438
6.605,6.555,-0.484
17.009,-2.709,0.47
9.99,-3.453,-0.267
6.605,6.575,-0.485
9.432,-3.036,-0.294
9.878,-3.122,-0.257
-5.577,-8.307,-0.116
28.298,5.659,-12.047
-1.814,-7.904,-0.596
6.58,6.592,-0.485
6.586,6.592,-0.439
9.916,-3.014,-0.257
-5.592,-8.353,-0.184
17.123,-2.703,0.603
-21.833,-24.871,-0.489
38.374,-1.091,0.792
6.57,6.617,-0.439
17.154,-2.654,0.686
-21.807,-25,-0.491
6.602,6.588,-0.44
16.763,-2.644,-0.649
-1.851,-7.949,-0.601
-21.989,-24.891,-0.491
17.257,-2.549,0.799
9.411,-3.062,-0.294
6.589,6.642,-0.488
9.904,-3.045,-0.257
5.684,-3.448,-0.821
5.691,-3.45,-0.774
6.566,6.655,-0.441
-1.879,-7.957,-0.603
6.555,6.727,-0.444
5.685,-3.473,-0.823
6.562,6.692,-0.443
6.582,6.677,-0.489
38.207,-1.219,0.593
6.558,6.695,-0.489
6.572,6.751,-0.493
-1.93,-7.951,-0.603
-5.594,-8.301,0.127
9.885,-3.073,-0.257
9.403,-3.092,-0.294
-1.909,-7.974,-0.605
-5.59,-8.317,0.065
7.337,6.755,-0.414
-5.488,-8.22,0.067
-1.97,-7.951,-0.604
-1.991,-7.929,-0.603
9.881,-3.106,-0.257
-1.963,-7.975,-0.606
-5.53,-8.275,-0.597
-5.521,-8.249,0.128
9.403,-3.125,-0.294
7.312,6.774,-0.414
7.273,6.781,-0.413
9.15,-3.178,-0.345
-5.637,-8.358,-0.058
21.692,2.003,-8.878
9.153,-3.211,-0.346
-10.96,21.707,-1.591
-2.057,-7.978,-0.609
7.251,6.804,-0.413
9.404,-3.158,-0.295
-10.87,21.82,-0.136
-0.972,-7.312,-0.618
9.409,-3.176,-0.295
-5.574,-8.318,-0.487
7.218,6.815,-0.412
31.665,8.935,1.322
31.687,8.888,1.322
-2.043,-8.031,-0.614
0.572,-11.852,0.535
31.795,8.957,1.116
7.195,6.858,-0.412
-24.721,-23.37,1.359
7.207,6.848,-0.412
-1.842,-8.297,-0.58
31.791,8.902,1.116
0.61,-11.86,0.535
-2.092,-8.012,-0.613
-24.797,-23.458,-0.511
16.91,-2.721,-0.657
9.408,-3.209,-0.296
-1.861,-8.321,-0.583
-24.807,-23.662,0.729
5.709,-3.414,-0.821
32.019,9.019,0.966
-24.846,-23.676,0.554
0.597,-11.91,0.48
-24.942,-23.618,0.554
-0.999,-7.341,-0.622
7.183,6.89,-0.413
32.009,9.726,1.128
-24.864,-23.54,0.315
-2.145,-8.007,-0.614
-24.837,-23.678,0.99
-1.019,-7.316,-0.619
-5.548,-8.281,-0.055
-1.908,-8.284,-0.58
32.046,8.917,0.966
-24.884,-23.622,-0.275
-2.123,-8.027,-0.615
7.16,6.911,-0.413
-1.033,-7.332,-0.621
-5.585,-8.306,-0.363
32.164,8.842,0.968
25.849,8.465,-0.365
32.144,9.767,0.973
-2.166,-8.036,-0.617
6.501,6.906,-0.45
-1.054,-7.313,-0.62
6.526,6.89,-0.451
-16.818,12.885,0.926
32.287,9.104,0.718
25.113,-2.269,0.783
25.893,8.569,-0.367
32.279,9.212,0.718
24.868,-2.29,0.009
9.149,-3.242,-0.346
-1.077,-7.309,-0.62
25.039,-2.279,0.168
-5.604,-8.378,-0.541
16.895,-2.773,-0.656
9.399,-3.272,-0.296
6.541,6.913,-0.5
-1.903,-8.383,-0.589
9.404,-3.241,-0.296
-5.602,-8.341,-0.006
9.393,-3.303,-0.297
16.891,-2.758,-0.034
25.864,8.38,-0.365
6.491,6.94,-0.452
16.864,-2.757,0.071
9.16,-3.262,-0.347
16.948,-2.741,0.18
32.378,9.295,0.72
14.156,-4.083,0.253
16.758,-2.733,0.26
6.534,6.95,-0.501
25.978,8.688,-0.369
2.53,-36.982,-0.314
-1.102,-7.322,-0.621
9.885,-3.226,-0.259
-17.038,12.968,0.933
14.157,-4.035,0.253
17.034,-2.803,-0.462
25.003,-2.274,-0.146
25.072,-2.272,0.462
16.986,-2.786,-0.562
26.034,8.752,-0.371
32.491,9.438,0.722
14.251,-4.068,0.089
32.476,9.305,0.549
-1.955,-8.369,-0.589
32.481,9.417,0.549
14.237,-4.049,0.433
14.255,-4.044,-0.27
25.35,-2.237,0.908
6.497,6.989,-0.454
14.25,-4.081,0.616
6.488,7.002,-0.455
16.984,-2.774,-0.244
-5.615,-8.368,-0.421
25.114,-2.296,0.902
14.282,-4.1,-0.271
-1.009,-7.486,-0.588
14.268,-4.077,-0.002
25.149,-2.141,1.063
6.542,7.002,-0.505
14.259,-4.035,0.616
-1.172,-7.319,-0.622
24.94,-2.339,-0.762
16.952,-2.845,-0.459
14.261,-4.094,0.357
16.894,-2.787,0.18
14.214,-4.003,0.253
6.511,7.012,-0.503
-1.057,-7.399,-0.58
14.268,-4.048,0.357
14.269,-4.025,0.089
14.242,-4.021,-0.002
-1.129,-7.344,-0.624
-1.236,-7.349,-0.627
14.26,-4.007,0.433
9.876,-3.258,-0.259
14.287,-4.054,-0.106
-1.152,-7.344,-0.625
-3.362,3.561,-1.855
-3.371,3.548,-1.853
14.296,-4.081,-0.107
16.959,-2.773,-0.155
9.154,-3.292,-0.347
14.296,-4.069,0.712
14.299,-4.102,0.547
-12.206,22.664,0.003
-1.017,-7.457,-0.585
14.326,-4.095,-0.184
24.943,-2.288,0.286
14.31,-4.011,-0.271
-1.215,-7.364,-0.628
-2.017,-8.393,-0.593
-1.188,-7.347,-0.626
14.274,-4.014,0.711
25.054,-2.268,-0.322
14.16,12.072,-0.624
25.085,-2.323,-0.452
14.303,-4.01,-0.369
25.086,-2.309,-0.602
14.295,-3.997,0.616
14.14,12.058,-0.73
14.304,-4.04,-0.183
16.918,-2.817,-0.035
-5.505,-8.288,-0.413
14.289,-4.005,0.357
-1.04,-7.446,-0.585
-2.038,-8.368,-0.591
-1.994,-8.417,-0.594
5.695,-3.43,-0.821
25.006,-2.315,0.168
25.112,-2.276,-0.768
-2.054,-8.374,-0.592
-5.526,-8.291,-0.414
-11.809,22.985,-1.576
14.315,-4.009,0.547
24.942,-2.347,-0.146
4.86,8.034,-0.722
14.203,12.094,-0.056
41.386,-0.942,0.337
14.226,12.05,-0.851
-5.468,-8.237,-0.592
41.395,-1.073,0.337
-1.107,-7.42,-0.583
-1.206,-7.366,-0.579
14.222,12.098,0.059
9.072,-3.32,-0.395
16.945,-2.823,-0.243
14.219,12.086,-0.734
14.259,12.079,-0.628
-5.156,-8.599,0.36
-5.17,-8.591,0.36
6.53,7.055,-0.507
6.514,7.074,-0.459
-2.824,-3.972,-1.732
-1.089,-7.455,-0.586
-2.808,-3.977,-1.73
9.078,-3.354,-0.396
17.138,-2.829,-0.352
24.999,-2.305,0.461
-1.27,-7.413,-0.634
-5.142,-8.62,0.437
4.868,8.076,-0.726
-5.171,-8.608,0.437
-19.444,15.194,-1.036
14.306,12.111,-0.519
24.362,20.601,-1.398
14.331,-4.023,0.183
4.931,8.24,-0.682
4.954,8.219,-0.681
14.324,-4.07,0.183
9.894,-3.299,-0.26
-1.296,-7.425,-0.636
24.074,20.109,-1.571
4.857,8.115,-0.729
-11.632,22.612,-0.776
-5.302,-8.418,0.359
9.092,-3.392,-0.398
4.925,8.259,-0.683
-11.597,22.743,-0.932
-5.331,-8.404,0.359
-1.156,-7.423,-0.584
-11.573,22.669,-0.329
-11.563,22.723,-1.677
-11.988,23.105,-1.717
4.903,8.282,-0.684
-1.322,-7.437,-0.638
25.107,-2.368,0.591
6.529,7.099,-0.509
-11.45,22.78,-0.33
4.851,8.163,-0.732
14.312,-4.109,-0.37
9.067,-3.286,-0.394
-16.871,13.009,0.93
25.543,-2.336,1.076
-11.48,22.774,-0.46
-5.311,-8.446,0.436
-11.626,22.709,-0.461
24.363,20.211,-1.386
-2.658,-4.009,-1.759
-1.472,-7.565,-0.604
25.153,-2.293,0.592
-12.431,22.928,-0.16
33.126,10.18,0.998
-2.09,-8.406,-0.595
-1.137,-7.456,-0.587
9.154,-3.357,-0.348
-11.414,22.793,-0.612
9.166,-3.329,-0.349
-1.359,-7.485,-0.594
9.895,-3.334,-0.261
-1.339,-7.462,-0.641
6.513,7.127,-0.51
9.42,-3.346,-0.299
-2.136,-8.368,-0.593
-1.387,-7.506,-0.597
33.206,9.918,1.161
-5.484,-8.239,-0.833
-1.323,-7.49,-0.594
-2.934,3.796,-1.864
-5.287,-8.451,0.359
2.185,-31.283,-0.234
-2.605,-3.845,-1.753
4.85,8.221,-0.737
-1.246,-7.461,-0.589
-11.834,23.825,-0.822
-5.277,-8.465,0.359
-2.58,-3.834,-1.743
2.129,-31.192,-0.45
-2.566,-3.839,-1.742
-1.296,-7.474,-0.592
-20.554,-23.222,0.915
-5.285,-8.463,0.436
4.786,8.535,-0.698
-1.175,-7.468,-0.589
-12.465,23.058,-0.001
-5.068,-8.698,0.361
-2.549,-3.827,-1.734
-1.198,-7.463,-0.589
9.186,-3.402,-0.351
-2.123,-8.425,-0.598
-5.266,-8.491,0.436
-5.079,-8.701,0.438
-1.275,-7.488,-0.593
4.837,8.258,-0.74
-1.341,-7.519,-0.597
-5.056,-8.724,0.438
-5.187,-8.559,0.36
-2.53,-3.824,-1.729
-5.252,-8.485,0.359
-5.417,-8.181,-0.701
-5.206,-8.529,0.36
16.561,-2.874,0.778
-12.676,23.032,-0.163
6.51,7.168,-0.512
-2.173,-8.404,-0.597
