%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=213289, 2014/11/26 13:47:21.90)
1 10  2.212853929772972961e-01 0 0 2.642458e-01 1.365387e-01 -2.000576e-01 1.226352e+00 -1.213321e+00 1.203502e+00 
2 19  2.717987849563360259e-01 0 0 2.333725e-01 3.651170e-02 -3.525488e-01 1.219454e+00 -1.199203e+00 1.201748e+00 
3 28  4.074345386028289662e-01 0 0 1.424136e+00 3.846716e-01 -3.641957e-01 1.208056e+00 -1.207223e+00 1.201018e+00 
4 37  3.921670265495776908e-01 0 0 -2.014260e+00 -3.137121e-01 -3.699153e-01 1.222386e+00 -1.191486e+00 1.201117e+00 
5 46  2.582639256864786015e-01 0 0 9.047577e-01 5.047907e-02 -4.330623e-01 1.231821e+00 -1.211941e+00 1.203836e+00 
6 55  4.603796106576919511e-01 0 0 -1.683202e-01 -8.805397e-01 -3.237082e-01 1.241768e+00 -1.199643e+00 1.208313e+00 
7 64  3.092932413518428847e-01 0 0 1.549831e-01 8.983526e-01 -2.443581e-01 1.249905e+00 -1.210560e+00 1.209765e+00 
8 73  2.935995374619960741e-01 0 0 -7.197538e-01 2.960920e-01 -2.675315e-01 1.240897e+00 -1.194457e+00 1.199743e+00 
9 82  3.354223544895649223e-01 0 0 1.004191e+00 6.810298e-01 -2.980237e-01 1.251731e+00 -1.201580e+00 1.201971e+00 
10 91  2.892489129304885997e-01 0 0 1.714506e-01 2.550860e-01 -4.096875e-01 1.251916e+00 -1.184124e+00 1.200473e+00 
11 100  3.695274037122726618e-01 0 0 -8.841043e-01 -6.450118e-01 -2.827360e-01 1.250064e+00 -1.176558e+00 1.197608e+00 
12 109  3.329076531529426841e-01 0 0 6.820931e-01 5.741868e-01 -2.862271e-01 1.262747e+00 -1.189127e+00 1.197620e+00 
13 118  2.785264956951141180e-01 0 0 -2.238357e-01 6.845118e-01 -4.410961e-01 1.255515e+00 -1.197302e+00 1.203680e+00 
14 127  3.550521416217088944e-01 0 0 1.914422e+00 4.861230e-01 -4.391421e-01 1.248223e+00 -1.203588e+00 1.202250e+00 
15 136  3.138625767827034063e-01 0 0 -4.864322e-01 5.023235e-01 -2.835750e-01 1.263935e+00 -1.176384e+00 1.202622e+00 
16 145  2.950110432505607672e-01 0 0 -1.200871e-01 2.265640e-01 -3.867996e-01 1.256336e+00 -1.176928e+00 1.201774e+00 
17 154  3.806062853336334428e-01 0 0 -1.083061e+00 -6.396591e-01 -2.766994e-01 1.250421e+00 -1.172035e+00 1.201799e+00 
18 163  2.970317946374416151e-01 0 0 -7.171192e-01 9.835004e-02 -3.505138e-01 1.248238e+00 -1.174115e+00 1.195631e+00 
19 172  3.100538010895252383e-01 0 0 4.507543e-01 3.943136e-01 -3.061261e-01 1.254248e+00 -1.187770e+00 1.202318e+00 
20 181  3.112988070398569063e-01 0 0 8.016286e-01 -4.924912e-02 -1.950111e-01 1.245593e+00 -1.184715e+00 1.197169e+00 
21 190  3.335182836651802152e-01 0 0 -1.124471e+00 -4.080671e-01 -2.823640e-01 1.245991e+00 -1.184123e+00 1.201508e+00 
22 199  2.739554236829280787e-01 0 0 6.110699e-02 1.513270e-01 -2.714152e-01 1.246898e+00 -1.184837e+00 1.199962e+00 
23 208  2.734840504825115093e-01 0 0 -1.764988e-01 -3.746200e-01 -2.896903e-01 1.244762e+00 -1.180108e+00 1.199423e+00 
24 217  2.459570918232202585e-01 0 0 -4.919456e-01 3.390205e-02 -3.425468e-01 1.253014e+00 -1.181158e+00 1.200787e+00 
25 226  2.547929637134075387e-01 0 0 -5.703120e-01 -1.673306e-01 -3.687325e-01 1.257418e+00 -1.183426e+00 1.200572e+00 
26 235  2.458318167924881115e-01 0 0 -6.823850e-01 -2.335122e-02 -3.982050e-01 1.251528e+00 -1.186691e+00 1.200359e+00 
27 244  2.348724470287561483e-01 0 0 -3.705741e-01 -1.768779e-01 -3.793563e-01 1.250438e+00 -1.189898e+00 1.201161e+00 
28 253  2.252137643843889203e-01 0 0 -3.720213e-01 1.088321e-01 -4.087988e-01 1.258170e+00 -1.190096e+00 1.200556e+00 
29 262  2.868252238631248674e-01 0 0 -1.173964e+00 5.133991e-02 -3.856179e-01 1.251836e+00 -1.185637e+00 1.198943e+00 
30 271  2.397733499109745148e-01 0 0 1.300898e-01 -1.781642e-02 -2.940199e-01 1.251784e+00 -1.194289e+00 1.201465e+00 
31 280  2.356604228913783960e-01 0 0 -4.798591e-01 -3.680014e-02 -2.614353e-01 1.253842e+00 -1.191908e+00 1.199250e+00 
32 289  2.296144574880600031e-01 0 0 -1.067560e-03 2.773070e-01 -3.375660e-01 1.257638e+00 -1.200056e+00 1.202819e+00 
33 298  2.173301827162504307e-01 0 0 -1.533692e-01 1.419451e-01 -3.110374e-01 1.254811e+00 -1.194845e+00 1.199658e+00 
34 307  2.155335171520710025e-01 0 0 -2.297517e-01 1.249251e-01 -3.831817e-01 1.255615e+00 -1.194706e+00 1.199815e+00 
35 316  2.247016621381044410e-01 0 0 -2.366550e-01 2.926276e-01 -3.263249e-01 1.254723e+00 -1.194972e+00 1.199731e+00 
36 325  2.269593951106071428e-01 0 0 2.936985e-02 5.320123e-02 -3.707520e-01 1.251450e+00 -1.192530e+00 1.200178e+00 
37 334  2.150598798692226477e-01 0 0 -2.585650e-01 1.643395e-01 -3.460721e-01 1.254116e+00 -1.193134e+00 1.199914e+00 
38 343  2.214342384040355605e-01 0 0 -2.885836e-01 5.836636e-02 -3.687620e-01 1.256264e+00 -1.193847e+00 1.201087e+00 
39 352  2.170061118900775965e-01 0 0 -3.654992e-01 1.018731e-01 -3.860762e-01 1.254106e+00 -1.193766e+00 1.200757e+00 
40 361  2.152485644817352384e-01 0 0 -1.440361e-01 2.360347e-01 -3.821689e-01 1.254234e+00 -1.198141e+00 1.201232e+00 
41 370  2.148050507903098982e-01 0 0 -1.242627e-01 1.295092e-01 -3.736532e-01 1.252638e+00 -1.193724e+00 1.201156e+00 
42 379  2.168830723315477438e-01 0 0 -1.205768e-01 1.762194e-01 -3.740268e-01 1.255022e+00 -1.194309e+00 1.200774e+00 
